owner_id,owner_ref,source_csv,source_json,source_csv_sha256,source_json_sha256,native_namespace,native_dispatch,cli_commands,id,record_type,view_id,row_id,column_id,capability_refs,need,operation,outcome,implementation_status,standing,source_refs,code_refs,test_refs,account_ref,relation,coverage,extensions,question
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],rel.aikit.q3.S,relation,product-field,q3,S,"[""cap.aikit.authored-relations"", ""cap.aikit.wiki-shapes"", ""cap.aikit.explain"", ""cap.aikit.familiarity""]",,,,,agent-inference,ProjectCentral/user/aikit.html#whole-whereby,,,aikit.html#whole/whereby,People compose and inspect their working environment through the CLI and TUI. Agents discover powers and retrieve relevant knowledge through the same underlying services. Providers and harness adapters connect existing tools while preserving their identities. Central supplies durable source; AIKit makes permitted source and capabilities available in a particular context.,,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""aikit:seed:q3"", ""source_unit"": ""whole-whereby"", ""seed_sha256"": ""c02422f1ce8607ef8d2967ec065ebd8538a25bf36f61466538dc99a3f5794361"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.997737+00:00""}",Who / Whereby?
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],rel.aikit.q4.S,relation,product-field,q4,S,"[""cap.aikit.profiles"", ""cap.aikit.models""]",,,,,agent-inference,ProjectCentral/user/aikit.html#whole-context,,,aikit.html#whole/context,"AIKit works where a Project, actor, task, client and available machine meet. A shared baseline can be refined for a Project, session or individual invocation. The resulting configuration is situated: a resource may be useful in one context and unavailable in another. Explanations and activation evidence make those differences inspectable.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""aikit:seed:q4"", ""source_unit"": ""whole-context"", ""seed_sha256"": ""a4305ec3f1ff58c8860e900da1a41662c6350678df62ad60abd3c2dc6b0d2312"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.997737+00:00""}",Where / When?
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],rel.aikit.q5.S,relation,product-field,q5,S,[],,,,,agent-inference,ProjectCentral/user/aikit.html#whole-purpose,,,aikit.html#whole/purpose,AIKit lets a person build an increasingly capable environment while keeping each encounter understandable. Skills and Methods make ways of working reusable; Wiki and source navigation make accumulated knowledge askable; explicit composition lets the same Project be met through different harnesses. Within O:I it supplies the operative resources through which authorised agency can work on durable human intention.,,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""aikit:seed:q5"", ""source_unit"": ""whole-purpose"", ""seed_sha256"": ""f7d37ffa2b57ffeb31c8f4e9e87c858546fcfbd5deefa882cfeb5a3d0decb0b1"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.997737+00:00""}",Why-For?
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],rel.aikit.q3.S0,relation,product-field,q3,S0,"[""cap.aikit.authored-relations"", ""cap.aikit.projectcentral""]",,,,,agent-inference,ProjectCentral/user/aikit.html#q3-source-contract,,,aikit.html#q3/source-contract,"Central’s recognised source relations carry provenance, truth standing, roles and treatment. AIKit preserves that distinction through the resulting knowledge view.",,"{""basis"": ""Source-account relation, with capability placement attributed as editorial inference."", ""source_unit"": ""q3-source-contract"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.997737+00:00""}",
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],rel.aikit.q3.S1,relation,product-field,q3,S1,[],,,,,agent-inference,ProjectCentral/user/aikit.html#q3-identity,,,aikit.html#q3/identity,"AIKit develops the operational selection and disclosure relations; Central keeps durable authored ground, Actuation supplies authority and agency, Factory owns development and Workcell supplies material execution.",,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-identity"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.997737+00:00""}",
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],rel.aikit.q3.S3,relation,product-field,q3,S3,[],,,,,agent-inference,ProjectCentral/user/aikit.html#q3-identity,,,aikit.html#q3/identity,"AIKit develops the operational selection and disclosure relations; Central keeps durable authored ground, Actuation supplies authority and agency, Factory owns development and Workcell supplies material execution.",,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-identity"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.997737+00:00""}",
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],rel.aikit.q3.S4,relation,product-field,q3,S4,[],,,,,agent-inference,ProjectCentral/user/aikit.html#q3-identity,,,aikit.html#q3/identity,"AIKit develops the operational selection and disclosure relations; Central keeps durable authored ground, Actuation supplies authority and agency, Factory owns development and Workcell supplies material execution.",,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-identity"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.997737+00:00""}",
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],rel.aikit.q3.S5,relation,product-field,q3,S5,"[""cap.aikit.wiki-shapes""]",,,,,agent-inference,ProjectCentral/user/aikit.html#q3-source-contract,,,aikit.html#q3/source-contract,The QL shape service supplies valid structural readings while semantic edges continue to require actual evidence.,,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-source-contract"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.997737+00:00""}",
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,"[""gateway serve"",""gateway protocol"",""gateway discover"",""gateway status"",""gateway ecology"",""gateway snapshot""]",cap.aikit.gateway,capability,,,,[],"A persistent, owner-only contact plane for situated agency",Serve and query the Agency Gateway over its well-known carriers; probe presence through doctor,Bootstrap-verified gateway presence; connector ingress; authorised ecology reading over situated sessions,Implemented source contract; live workcell acceptance pending (sixth execution unit),implementation-fact,docs/USING-AIKIT.md;docs/v2/10-PERSISTENT-AGENCY-AND-MATERIAL-HOSTING.md,crates/aikit-adapters/src/gateway_client.rs;crates/aikit-adapters/src/gateway_runtime.rs;crates/aikit-adapters/src/gateway_service.rs;crates/aikit-adapters/src/telegram_bot_api.rs;crates/aikit-cli/src/cli.rs;crates/aikit-cli/src/doctor.rs;crates/aikit-cli/src/gateway_ops.rs;crates/aikit-cli/src/lib.rs;crates/aikit-store/src/home.rs,crates/aikit-cli/tests/gateway_command.rs,aikit.html#q0/continuity,,,"{""basis"": ""Gateway capability reconciled with the landed bootstrap fold: well-known default endpoint, doctor probe, CLI front door (PR #192). The continuity module declaration rides the same front door (PR #195). The CLI surface gains `wiki ingest --source-pool`, naming where a corpus's SourcePool material is written. The CLI surface also gains `wiki ingest --room-depth`."", ""maintenance"": {""updated_at"": ""2026-09-09"", ""change_refs"": [""hermes-nara:session:2026-09-07-gateway-reconcile"", ""EpiLogos/ai-kit#192"", ""EpiLogos/ai-kit#195"", ""hermes-nara:session:2026-09-08-acp-residue-reconcile"", ""EpiLogos/ai-kit#198"", ""EpiLogos/ai-kit#197"", ""EpiLogos/ai-kit#199"", ""EpiLogos/ai-kit#210"", ""wiki-continuity:CASE-11-project-recency"", ""wiki-continuity:essay-ingestion"", ""wiki-continuity:tags-ride-the-source-pool"", ""wiki-continuity:vault-root-and-room-depth"", ""wiki-continuity:case18-case19-completion"", ""https://github.com/EpiLogos/ai-kit/issues/247"", ""wiki-continuity:CASE-04-context-pressure"", ""https://github.com/EpiLogos/ai-kit/pull/255"", ""wiki-continuity:root-domain-register"", ""EpiLogos/ai-kit#259"", ""https://github.com/EpiLogos/ai-kit/issues/10""], ""code_basis"": {""crates/aikit-adapters/src/gateway_client.rs"": ""d6ced782bfc1ad38aab366837424f0b1a44452e2d45ce3b9a9184dfb3efcc1de"", ""crates/aikit-adapters/src/gateway_runtime.rs"": ""dc913d660cf634d3172f734a3e17719940aafc7e187bc4b69613bbc5afc041c9"", ""crates/aikit-adapters/src/gateway_service.rs"": ""7f0c9304d41bad22462f595293f742431d12bca31c07d6a627c2aa63e0a671b4"", ""crates/aikit-adapters/src/telegram_bot_api.rs"": ""f9d74aa702e5401f05dc6725b794c01d4f1348939d6a018df333089a89776a73"", ""crates/aikit-cli/src/cli.rs"": ""e4d4859c11e0d137089baa9b63483d5d1dc5c968e63ef234701a40e65d740597"", ""crates/aikit-cli/src/doctor.rs"": ""b5c6f8437890b62bde4495ecd8bb34379331ae6605577eddb5452b8d12988ee4"", ""crates/aikit-cli/src/gateway_ops.rs"": ""b6e884d7872f7f594659c9fc1e76438de10dd8b5cee7b92bfea26f91ebf16ec2"", ""crates/aikit-cli/src/lib.rs"": ""d71663fa4cdbb3e7449358cf24871ea32700e14c07e66151b99364ae2f8ae7fd"", ""crates/aikit-store/src/home.rs"": ""5ce399e87b250a895ffa9c71bb1b010da053fbccef912c4d4c6a80e1020f83ec""}}, ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The gateway commands are the owner-facing CLI surface of the Agency Gateway contact plane: serve, query, ecology read, snapshot.""}, ""cli_commands"": [""gateway serve"", ""gateway protocol"", ""gateway discover"", ""gateway status"", ""gateway ecology"", ""gateway snapshot""], ""last_reconciled_at"": ""2026-09-09T19:29:27.189584+00:00""}",
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,"[""continuity pressure"",""continuity commands"",""continuity closeout verify""]",cap.aikit.continuity,capability,,,,[],A person or agent re-entering a project meets its standing knowledge and present participants without reconstructing them from chat history,"Compose event-specific continuity from the active Profile: SessionStart disclosure, project orientation and recency, prompt-triggered domains declared in either the personal or the project register, armed star prompt-commands recognised before domain matching, file-addressed PreToolUse context, and attributed PostToolUse activity receipts; bound ordinary payload through the composition's declared pressure brackets; read a close-out's registered objects back from their owners",Durable facts enter context under explicit composition; an invoked star command arrives as its close-out protocol and suppresses the domain branch for that turn; ordinary guidance is bounded as the window fills while guidance classified standing stays reasserted and every bound is disclosed; a close-out is verifiable clause by clause against Central NOW and the Factory ledger; cold and unknown projects leave the automatic root horizon without leaving registration or explicit discovery; new activity reactivates the same project identity,"Implemented source contract; full gate passed on 2026-09-08 with 1834 tests, including real trust-gated root SessionStart suppression and receipt-driven reactivation (CASE 11)",implementation-fact,registry/capsules/hook/continuity/entity-disclosure/manifest.toml;registry/capsules/hook/continuity/domain-activation/manifest.toml;registry/capsules/hook/continuity/file-context/manifest.toml;registry/capsules/hook/continuity/orientation-packet/manifest.toml;registry/capsules/hook/continuity/activity-evidence/manifest.toml;registry/capsules/hook/continuity/project-recency/manifest.toml,crates/aikit-core/src/continuity.rs;crates/aikit-core/src/domain.rs;crates/aikit-core/src/lib.rs;crates/aikit-store/src/index.rs;crates/aikit-cli/src/app/mod.rs;crates/aikit-cli/src/domain_activation.rs;crates/aikit-cli/src/file_context.rs;crates/aikit-cli/src/orientation_packet.rs;crates/aikit-cli/src/activity_evidence.rs;crates/aikit-cli/src/project_recency.rs;crates/aikit-core/src/pressure.rs;crates/aikit-cli/src/pressure.rs,crates/aikit-cli/tests/domain_activation.rs;crates/aikit-core/tests/continuity_tuning.rs;crates/aikit-store/tests/injection_ledger.rs;crates/aikit-cli/tests/file_context.rs;crates/aikit-cli/tests/orientation_packet.rs;crates/aikit-cli/tests/project_recency.rs;crates/aikit-core/tests/pressure.rs;crates/aikit-cli/tests/context_pressure.rs;crates/aikit-core/tests/star_commands.rs;crates/aikit-cli/tests/star_commands.rs;crates/aikit-cli/tests/closeout_verify.rs;crates/aikit-cli/tests/domain_registers.rs,aikit.html#q0/continuity,,,"{""basis"": ""Continuity now includes the CASE 11 root project-recency slice: profile-tuned coldness suppresses only automatic SessionStart projection; explicit project listing remains exhaustive, and fresh W4 activity evidence reactivates without re-registration."", ""maintenance"": {""updated_at"": ""2026-09-09"", ""change_refs"": [""zcode-session-2026-09-07-continuity-pickup"", ""EpiLogos/ai-kit#194"", ""EpiLogos/ai-kit#195"", ""hermes-nara:session:2026-09-08-acp-residue-reconcile"", ""EpiLogos/ai-kit#198"", ""hermes-nara:session:2026-09-08-r3-reconcile"", ""EpiLogos/ai-kit#186"", ""EpiLogos/ai-kit#197"", ""EpiLogos/ai-kit#199"", ""EpiLogos/ai-kit#203"", ""EpiLogos/ai-kit#206"", ""EpiLogos/ai-kit#210"", ""wiki-continuity:CASE-11-project-recency"", ""wiki-continuity:authored-source-findability"", ""https://github.com/EpiLogos/ai-kit/issues/247"", ""wiki-continuity:CASE-04-context-pressure"", ""wiki-continuity:versioned-world-wiring"", ""https://github.com/EpiLogos/ai-kit/issues/211"", ""https://github.com/EpiLogos/agent-system-design/issues/201"", ""https://github.com/EpiLogos/agent-system-design/commit/1a740b502c121a2eac1e4554c272b35fdebc5c4f"", ""wiki-continuity:root-domain-register"", ""wiki-continuity:one-query-path"", ""EpiLogos/ai-kit#259"", ""EpiLogos/ai-kit#257"", ""https://github.com/EpiLogos/ai-kit/issues/10""], ""code_basis"": {""crates/aikit-core/src/continuity.rs"": ""3d579103075ac7d65dd85e97c455fdb718273fd1beb84f39c0cb898500907729"", ""crates/aikit-core/src/domain.rs"": ""d79395b565650c5d7d808fa314214499b4de132bcb259a8d540f0e9e020f24b5"", ""crates/aikit-core/src/lib.rs"": ""bae707031d981bf59b347753e262ff5089da6a8104f5013e6ff0c26862300d7a"", ""crates/aikit-store/src/index.rs"": ""3aa691677ef74f5b253a2e54ca7b38a300e30de564d7499935a92126ff087237"", ""crates/aikit-cli/src/app/mod.rs"": ""471520aaee6f3786e10b46c99b54e3c73e01c8c5d2217bf723aac22f672bd178"", ""crates/aikit-cli/src/domain_activation.rs"": ""2907f2dc15a5be91d1e71190d9025211c5fb7b1480e420949cb47a35df046bd8"", ""crates/aikit-cli/src/file_context.rs"": ""7b97025316da313640516e05ab1d7713470e2cab5d0eac137c7ae33b95901886"", ""crates/aikit-cli/src/orientation_packet.rs"": ""3841d5cc18fd5a02839416a71001e0c2492df4b3b8f47b46d7074254c78d0916"", ""crates/aikit-cli/src/activity_evidence.rs"": ""e9353e071a22629d8702ffa7f482a488816a911a472bd4f0d2a8e9cd0eacf098"", ""crates/aikit-cli/src/project_recency.rs"": ""feed31f14963a4596c09a6bdb21ca6de8824eb46f4b86d913ea03c6ea474c9f8"", ""crates/aikit-core/src/pressure.rs"": ""4ca1c0ddd64dce1f1ff5c2649b4322a0482651c932553dc203913f9212f99a56"", ""crates/aikit-cli/src/pressure.rs"": ""810e5f01fb78e8a801b80ea920a3cae263c541f74f596a1a069c3a70ad5283af""}}, ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The reactions ride the hook carriers, but the star-command inspection instrument, the close-out verification and the pressure reading are direct commands of their own.""}, ""cli_commands"": [""continuity pressure"", ""continuity commands"", ""continuity closeout verify""], ""last_reconciled_at"": ""2026-09-09T19:29:27.189584+00:00""}",
ai-kit,product:ai-kit,product:ai-kit:ProjectCentral/user/capability-matrix.csv,product:ai-kit:ProjectCentral/user/capability-matrix.json,0846e946147c7e99161fe732feb1ccfe60d8dc9fff527e831dd20019606c8794,f3e56acd29cdbb5f8ccdfdd315e15e15c12fcc5c6f072c46652801049baecc85,aikit,oi <namespace> forwards the native leaf path unchanged,[],cap.aikit.encounters,capability,,,,[],Own durable agency encounters that survive UI disconnects,"Host provider-neutral ACP encounters with bounded cursor reads, durable history and one composer per session; present them through the shared V2 surfaces; a Project reading carries the versioned material World its backend observed, or discloses why it could not",Disconnecting a UI client never drops a provider; turn duration does not determine memory use; encounter history outlives any single client,Implemented source contract; live resident acceptance pending owner session,implementation-fact,docs/ACP-REQUIRED-CONTEXT-ADMISSION.md,crates/aikit-cli/src/encounter_service.rs;crates/aikit-store/src/encounter.rs;crates/aikit-store/src/lib.rs;crates/aikit-cli/src/ui.rs;crates/aikit-tui/src/backend.rs;crates/aikit-tui/src/project_world_service.rs,crates/aikit-adapters/tests/agent_session_host_v2.rs;crates/aikit-adapters/tests/agent_connection_v2.rs;crates/aikit-cli/tests/versioned_world_wiring.rs,aikit.html#q0/continuity,,,"{""basis"": ""Encounters capability reconciled with the agency-ACP residue replant: resident, provider-neutral ACP encounters with durable history, bounded cursor reads, one composer per canonical AgentSession, and the shared V2 TUI presentation (backend contract, terminal surface, project-world service)."", ""maintenance"": {""updated_at"": ""2026-09-09"", ""change_refs"": [""hermes-nara:session:2026-09-08-acp-residue-reconcile"", ""EpiLogos/ai-kit#210"", ""wiki-continuity:CASE-11-project-recency"", ""wiki-continuity:sqlite-provider-export"", ""wiki-continuity:sqlite-provider"", ""https://github.com/EpiLogos/ai-kit/issues/247"", ""wiki-continuity:versioned-world-wiring"", ""wiki-continuity:one-query-path"", ""EpiLogos/ai-kit#259"", ""https://github.com/EpiLogos/ai-kit/issues/211"", ""EpiLogos/ai-kit#257"", ""https://github.com/EpiLogos/ai-kit/issues/10""], ""code_basis"": {""crates/aikit-cli/src/encounter_service.rs"": ""f74c45b8ea34d699b15d377f269698c48b040b0dffdb2dde3f0cc239e907d3f3"", ""crates/aikit-store/src/encounter.rs"": ""01b1361b56cee08d583e7e268a1438f43a969cd1ac8185cfbc311c1221c309c6"", ""crates/aikit-store/src/lib.rs"": ""b7bf1ab006872aa624b84e2cd1fb968560eb0d48a2eb2082ccda312bb44012b9"", ""crates/aikit-cli/src/ui.rs"": ""37f293dbe410bd2683139e4710404938e8757b2f2ce40d63c0c734e85385d88d"", ""crates/aikit-tui/src/backend.rs"": ""09d28eae8f788275876bad0a824de30e69bd777aeac7e1b930615b3f50af2e4f"", ""crates/aikit-tui/src/project_world_service.rs"": ""e2e25d855fc3874d3393a7ad5d026241e8591a055f876ee361fc6d56549b0342""}}, ""cli_exposure"": {""kind"": ""library"", ""reason"": ""Encounters are served by the resident host and read through the V2 TUI surfaces; no new owner-facing CLI leaf rides this capability.""}, ""cli_commands"": [], ""last_reconciled_at"": ""2026-09-09T19:29:27.189584+00:00""}",
